ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_data,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
1407,grains,"[""wheat"", ""sand"", ""food""]",3,105,31.33333333333333,"[""steps"", ""library"", ""wheat"", ""sand"", ""camel"", ""food""]","[{""alternative_cue"": ""crop"", ""alternative_cue_novel_associations"": [""wheat"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cereals"", ""alternative_cue_novel_associations"": [""wheat"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""crops"", ""alternative_cue_novel_associations"": [""wheat"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""gluten"", ""alternative_cue_novel_associations"": [""wheat"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bread"", ""alternative_cue_novel_associations"": [""wheat"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""grainy"", ""alternative_cue_novel_associations"": [""wheat"", ""sand""], ""num_alternative_cue_novel_associations"": 2}]",2,0.8333333333333334,0.24
1567,written,"[""paper"", ""book"", ""letter""]",3,72,20.0,"[""paper"", ""veil"", ""armada"", ""book"", ""stripper"", ""letter""]","[{""alternative_cue"": ""note"", ""alternative_cue_novel_associations"": [""letter"", ""paper"", ""book""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""print"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""page"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""scrap"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""magazine"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""journal"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""manuscript"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""envelope"", ""alternative_cue_novel_associations"": [""paper"", ""letter""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""editor"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pages"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""stationery"", ""alternative_cue_novel_associations"": [""paper"", ""letter""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""publication"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""binder"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""writer"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""writing"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""publisher"", ""alternative_cue_novel_associations"": [""paper"", ""book""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
86,island,"[""water"", ""beach"", ""sand""]",3,55,15.666666666666666,"[""beach"", ""market"", ""water"", ""denim"", ""sand""]","[{""alternative_cue"": ""seaside"", ""alternative_cue_novel_associations"": [""sand"", ""beach"", ""water""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""islands"", ""alternative_cue_novel_associations"": [""sand"", ""beach"", ""water""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""pail"", ""alternative_cue_novel_associations"": [""sand"", ""beach"", ""water""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""shore"", ""alternative_cue_novel_associations"": [""sand"", ""beach"", ""water""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""sandals"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cove"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shells"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""waves"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""camel"", ""alternative_cue_novel_associations"": [""sand"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""coast"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""seashell"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""footprints"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""swimsuit"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""seashore"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""barefoot"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dune"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beaches"", ""alternative_cue_novel_associations"": [""sand"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""starfish"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfing"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beach"", ""alternative_cue_novel_associations"": [""sand"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfer"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lifeguard"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""flip flops"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfboard"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bay"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tide"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surf"", ""alternative_cue_novel_associations"": [""beach"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""volleyball"", ""alternative_cue_novel_associations"": [""sand"", ""beach""], ""num_alternative_cue_novel_associations"": 2}]",4,1.0,0.0
1754,days,"[""nights"", ""sun""]",2,99,16.0,"[""hug"", ""pretzel"", ""sun"", ""splinter"", ""arc"", ""nights""]",[],0,1.0,0.0
1220,tsunami,"[""wave"", ""japan"", ""water"", ""flood""]",4,115,32.25,"[""flood"", ""water"", ""japan"", ""yogurt"", ""house"", ""wave""]","[{""alternative_cue"": ""surfing"", ""alternative_cue_novel_associations"": [""wave"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surge"", ""alternative_cue_novel_associations"": [""wave"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""deluge"", ""alternative_cue_novel_associations"": [""flood"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surf"", ""alternative_cue_novel_associations"": [""wave"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tide"", ""alternative_cue_novel_associations"": [""wave"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""overflow"", ""alternative_cue_novel_associations"": [""flood"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfboard"", ""alternative_cue_novel_associations"": [""wave"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfer"", ""alternative_cue_novel_associations"": [""wave"", ""water""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
1495,rectangle,"[""square"", ""box"", ""triangle""]",3,133,36.66666666666666,"[""running"", ""jogger"", ""square"", ""rooster"", ""triangle"", ""box""]","[{""alternative_cue"": ""diagonal"", ""alternative_cue_novel_associations"": [""triangle"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""rectangular"", ""alternative_cue_novel_associations"": [""box"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shapes"", ""alternative_cue_novel_associations"": [""triangle"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""square"", ""alternative_cue_novel_associations"": [""box"", ""triangle""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cube"", ""alternative_cue_novel_associations"": [""box"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""geometric"", ""alternative_cue_novel_associations"": [""triangle"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cubicle"", ""alternative_cue_novel_associations"": [""box"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shape"", ""alternative_cue_novel_associations"": [""triangle"", ""square""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""triangular"", ""alternative_cue_novel_associations"": [""triangle"", ""square""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
1348,weeds,"[""garden"", ""green"", ""dandelion""]",3,63,16.666666666666668,"[""dandelion"", ""garden"", ""green"", ""veranda"", ""husband"", ""meter""]","[{""alternative_cue"": ""yard"", ""alternative_cue_novel_associations"": [""garden"", ""meter""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""patio"", ""alternative_cue_novel_associations"": [""garden"", ""veranda""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""plants"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""gardener"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shrubs"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""herb"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shrubbery"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shrub"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lawn mower"", ""alternative_cue_novel_associations"": [""garden"", ""green""], ""num_alternative_cue_novel_associations"": 2}]",3,0.8333333333333334,0.24
917,tentacles,"[""octopus"", ""arms""]",2,121,45.0,"[""chrome"", ""footprint"", ""arms"", ""octopus"", ""cheek""]",[],0,1.0,0.0
681,instruments,"[""music"", ""violin""]",2,76,26.0,"[""plumber"", ""ape"", ""gem"", ""music"", ""violin""]","[{""alternative_cue"": ""musician"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""orchestra"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""violinist"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""symphony"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fiddler"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cello"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fiddle"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""viola"", ""alternative_cue_novel_associations"": [""violin"", ""music""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
808,sleepy,"[""bed"", ""eyes""]",2,122,26.5,"[""lemonade"", ""bed"", ""splint"", ""underwear"", ""eyes""]",[],0,1.0,0.0
503,homeland,"[""country"", ""home""]",2,81,19.0,"[""stove"", ""home"", ""wheelchair"", ""koala"", ""country""]","[{""alternative_cue"": ""america"", ""alternative_cue_novel_associations"": [""country"", ""home""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""range"", ""alternative_cue_novel_associations"": [""stove"", ""home""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
577,reindeer,"[""snow"", ""sleigh""]",2,118,20.5,"[""page"", ""fiber"", ""sleigh"", ""hockey"", ""snow""]","[{""alternative_cue"": ""canada"", ""alternative_cue_novel_associations"": [""snow"", ""hockey""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
839,tuition,"[""money"", ""college""]",2,92,35.0,"[""money"", ""hearts"", ""blink"", ""scales"", ""college""]","[{""alternative_cue"": ""scholarship"", ""alternative_cue_novel_associations"": [""college"", ""money""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
1364,tomato,"[""red"", ""fruit"", ""sauce""]",3,122,40.66666666666666,"[""mermaid"", ""fruit"", ""sauce"", ""port"", ""sea"", ""red""]","[{""alternative_cue"": ""cranberries"", ""alternative_cue_novel_associations"": [""fruit"", ""sauce"", ""red""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""tomatoes"", ""alternative_cue_novel_associations"": [""fruit"", ""sauce"", ""red""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""cranberry"", ""alternative_cue_novel_associations"": [""fruit"", ""sauce"", ""red""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""catsup"", ""alternative_cue_novel_associations"": [""sauce"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""apple"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""raspberries"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""harbour"", ""alternative_cue_novel_associations"": [""sea"", ""port""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""watermelon"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cherry"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cherries"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""berries"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""harbor"", ""alternative_cue_novel_associations"": [""sea"", ""port""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""crab"", ""alternative_cue_novel_associations"": [""sea"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""raspberry"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""strawberry"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""salsa"", ""alternative_cue_novel_associations"": [""sauce"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""strawberries"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ketchup"", ""alternative_cue_novel_associations"": [""sauce"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""passion"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pomegranate"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""apples"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""currant"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""berry"", ""alternative_cue_novel_associations"": [""fruit"", ""red""], ""num_alternative_cue_novel_associations"": 2}]",5,1.0,0.0
1669,onions,"[""garlic"", ""food""]",2,56,12.5,"[""garlic"", ""path"", ""shorts"", ""tenant"", ""river"", ""food""]","[{""alternative_cue"": ""escargot"", ""alternative_cue_novel_associations"": [""garlic"", ""food""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
1878,online,"[""web"", ""computer""]",2,107,22.5,"[""forest"", ""gal"", ""web"", ""heartbeat"", ""computer"", ""detective""]","[{""alternative_cue"": ""browser"", ""alternative_cue_novel_associations"": [""computer"", ""web""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""internet"", ""alternative_cue_novel_associations"": [""computer"", ""web""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
289,ski,"[""snow"", ""slope"", ""mountain""]",3,111,37.0,"[""snow"", ""dentist"", ""fridge"", ""slope"", ""mountain""]","[{""alternative_cue"": ""defrost"", ""alternative_cue_novel_associations"": [""snow"", ""fridge""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""alps"", ""alternative_cue_novel_associations"": [""snow"", ""mountain""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""skis"", ""alternative_cue_novel_associations"": [""snow"", ""mountain""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""skiing"", ""alternative_cue_novel_associations"": [""snow"", ""mountain""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""snowboard"", ""alternative_cue_novel_associations"": [""snow"", ""mountain""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""steep"", ""alternative_cue_novel_associations"": [""mountain"", ""slope""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""alpine"", ""alternative_cue_novel_associations"": [""snow"", ""mountain""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
72,jackpot,"[""money"", ""lottery"", ""gold""]",3,114,38.0,"[""gold"", ""lottery"", ""bag"", ""telescope"", ""money""]","[{""alternative_cue"": ""coins"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""loot"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""reward"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""riches"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shopping"", ""alternative_cue_novel_associations"": [""bag"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""purse"", ""alternative_cue_novel_associations"": [""bag"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""valuable"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bling"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pouch"", ""alternative_cue_novel_associations"": [""bag"", ""money""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""coin"", ""alternative_cue_novel_associations"": [""gold"", ""money""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
1761,toddler,"[""baby"", ""kid""]",2,118,36.5,"[""kid"", ""seat"", ""hula"", ""spaghetti"", ""cap"", ""baby""]","[{""alternative_cue"": ""child"", ""alternative_cue_novel_associations"": [""kid"", ""baby""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beanie"", ""alternative_cue_novel_associations"": [""cap"", ""baby""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bottle"", ""alternative_cue_novel_associations"": [""cap"", ""baby""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
1466,loft,"[""apartment"", ""bed"", ""hay""]",3,72,19.33333333333333,"[""bed"", ""hay"", ""food"", ""apartment"", ""spoon"", ""dime""]","[{""alternative_cue"": ""comfort"", ""alternative_cue_novel_associations"": [""food"", ""bed""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fork"", ""alternative_cue_novel_associations"": [""spoon"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dish"", ""alternative_cue_novel_associations"": [""spoon"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""greasy"", ""alternative_cue_novel_associations"": [""spoon"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""soup"", ""alternative_cue_novel_associations"": [""spoon"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fodder"", ""alternative_cue_novel_associations"": [""hay"", ""food""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
1183,turkey,"[""bird"", ""chicken"", ""food"", ""country""]",4,94,15.25,"[""red"", ""bake"", ""chicken"", ""bird"", ""food"", ""country""]","[{""alternative_cue"": ""raw"", ""alternative_cue_novel_associations"": [""food"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""soup"", ""alternative_cue_novel_associations"": [""food"", ""chicken""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""wing"", ""alternative_cue_novel_associations"": [""chicken"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""meat"", ""alternative_cue_novel_associations"": [""food"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chickadee"", ""alternative_cue_novel_associations"": [""chicken"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""italy"", ""alternative_cue_novel_associations"": [""country"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""prey"", ""alternative_cue_novel_associations"": [""food"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chicken"", ""alternative_cue_novel_associations"": [""food"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""spicy"", ""alternative_cue_novel_associations"": [""food"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""wings"", ""alternative_cue_novel_associations"": [""chicken"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chili"", ""alternative_cue_novel_associations"": [""food"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fried"", ""alternative_cue_novel_associations"": [""food"", ""chicken""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""poultry"", ""alternative_cue_novel_associations"": [""food"", ""chicken""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""woodpecker"", ""alternative_cue_novel_associations"": [""bird"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""roasting"", ""alternative_cue_novel_associations"": [""food"", ""chicken""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""robin"", ""alternative_cue_novel_associations"": [""bird"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""swallow"", ""alternative_cue_novel_associations"": [""food"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""thailand"", ""alternative_cue_novel_associations"": [""country"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cook"", ""alternative_cue_novel_associations"": [""bake"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""roost"", ""alternative_cue_novel_associations"": [""chicken"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cardinal"", ""alternative_cue_novel_associations"": [""bird"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""france"", ""alternative_cue_novel_associations"": [""country"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""rooster"", ""alternative_cue_novel_associations"": [""chicken"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""curry"", ""alternative_cue_novel_associations"": [""food"", ""chicken""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fry"", ""alternative_cue_novel_associations"": [""food"", ""chicken""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chick"", ""alternative_cue_novel_associations"": [""chicken"", ""bird""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fowl"", ""alternative_cue_novel_associations"": [""chicken"", ""bird""], ""num_alternative_cue_novel_associations"": 2}]",8,0.8666666666666667,0.19
288,lubricate,"[""oil"", ""wet"", ""grease""]",3,84,28.0,"[""wet"", ""oil"", ""grease"", ""kin"", ""surface""]","[{""alternative_cue"": ""lubrication"", ""alternative_cue_novel_associations"": [""grease"", ""oil"", ""wet""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""lubricant"", ""alternative_cue_novel_associations"": [""grease"", ""oil""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""slick"", ""alternative_cue_novel_associations"": [""oil"", ""wet""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""vaseline"", ""alternative_cue_novel_associations"": [""grease"", ""oil""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
922,coward,"[""yellow"", ""lion""]",2,54,15.5,"[""lion"", ""barn"", ""sauce"", ""yellow"", ""skeleton""]","[{""alternative_cue"": ""cowardly"", ""alternative_cue_novel_associations"": [""yellow"", ""lion""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
1681,endive,"[""salad"", ""green""]",2,77,22.5,"[""brake"", ""sack"", ""bathroom"", ""salad"", ""green"", ""kidney""]","[{""alternative_cue"": ""cucumber"", ""alternative_cue_novel_associations"": [""green"", ""salad""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""spinach"", ""alternative_cue_novel_associations"": [""green"", ""salad""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""watercress"", ""alternative_cue_novel_associations"": [""green"", ""salad""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lettuce"", ""alternative_cue_novel_associations"": [""green"", ""salad""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
