HITId,candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,images_source,ID
3MDWE879UHOZ7K4HAFL2ORXTZ9V9BA,"[""batman"", ""needle"", ""mule"", ""stereo"", ""hook"", ""chlorine"", ""credit card"", ""dice"", ""pine"", ""kitten""]",four,"[""chlorine"", ""credit card"", ""dice""]",50,3,37,10,1.0,0.0,random,18
3MDWE879UHOZ7K4HAFL2ORXTZ9V9BA,"[""batman"", ""needle"", ""mule"", ""stereo"", ""hook"", ""chlorine"", ""credit card"", ""dice"", ""pine"", ""kitten""]",nocturnal,"[""batman"", ""kitten""]",0,2,38,10,1.0,0.0,random,19
3MDWE879UHOZ7K4HAFL2ORXTZ9V9BA,"[""batman"", ""needle"", ""mule"", ""stereo"", ""hook"", ""chlorine"", ""credit card"", ""dice"", ""pine"", ""kitten""]",dance,"[""mule"", ""stereo""]",100,2,39,10,1.0,0.0,random,20
3MDWE879UHOZ7K4HAFL2ORXTZ9V9BA,"[""batman"", ""needle"", ""mule"", ""stereo"", ""hook"", ""chlorine"", ""credit card"", ""dice"", ""pine"", ""kitten""]",gamble,"[""credit card"", ""dice""]",67,2,40,10,1.0,0.0,random,21
3MDWE879UHOZ7K4HAFL2ORXTZ9V9BA,"[""batman"", ""needle"", ""mule"", ""stereo"", ""hook"", ""chlorine"", ""credit card"", ""dice"", ""pine"", ""kitten""]",dark,"[""batman"", ""stereo""]",67,2,41,10,1.0,0.0,random,22
36BTXXLZ2VULQLFUPHB17YRHV3K4RM,"[""clicker"", ""walrus"", ""antarctic"", ""colt"", ""singer"", ""tennis"", ""night"", ""prince"", ""hot"", ""sunburn"", ""roller coaster"", ""shepherd""]",animal,"[""walrus"", ""shepherd""]",67,2,42,12,1.0,0.0,random,23
36BTXXLZ2VULQLFUPHB17YRHV3K4RM,"[""clicker"", ""walrus"", ""antarctic"", ""colt"", ""singer"", ""tennis"", ""night"", ""prince"", ""hot"", ""sunburn"", ""roller coaster"", ""shepherd""]",human,"[""tennis"", ""prince"", ""sunburn""]",50,3,43,12,1.0,0.0,random,24
3AC6MFV69K4O4OPGE5PXNQ2K9POZHV,"[""clap"", ""furniture"", ""china"", ""shoelace"", ""fender"", ""mug"", ""queen"", ""television"", ""splinter"", ""cola"", ""jigsaw"", ""billboard""]",boss,"[""queen"", ""billboard""]",67,2,48,12,1.0,0.0,random,25
3AC6MFV69K4O4OPGE5PXNQ2K9POZHV,"[""clap"", ""furniture"", ""china"", ""shoelace"", ""fender"", ""mug"", ""queen"", ""television"", ""splinter"", ""cola"", ""jigsaw"", ""billboard""]",drink,"[""mug"", ""cola""]",0,2,51,12,1.0,0.0,random,26
3AC6MFV69K4O4OPGE5PXNQ2K9POZHV,"[""clap"", ""furniture"", ""china"", ""shoelace"", ""fender"", ""mug"", ""queen"", ""television"", ""splinter"", ""cola"", ""jigsaw"", ""billboard""]",company,"[""cola"", ""jigsaw"", ""billboard""]",50,3,53,12,0.83,0.24,random,27
39AYGO6AFF6EQARGFYNZVC6LQX16NL,"[""champagne"", ""judo"", ""splinter"", ""neck"", ""blackboard"", ""marsh"", ""writer"", ""mice"", ""maple"", ""custard""]",nibble,"[""mice"", ""custard""]",67,2,55,10,1.0,0.0,random,28
39AYGO6AFF6EQARGFYNZVC6LQX16NL,"[""champagne"", ""judo"", ""splinter"", ""neck"", ""blackboard"", ""marsh"", ""writer"", ""mice"", ""maple"", ""custard""]",learn,"[""neck"", ""blackboard"", ""writer""]",50,3,59,10,1.0,0.0,random,29
3M67TQBQQHAUOAZP41L6TGDNHRA9AF,"[""stallion"", ""mortar"", ""rolling"", ""sweetener"", ""primary school"", ""artery"", ""dogs"", ""liquor"", ""walnut"", ""stairs""]",human,"[""sweetener"", ""primary school""]",67,2,62,10,1.0,0.0,random,30
3M67TQBQQHAUOAZP41L6TGDNHRA9AF,"[""stallion"", ""mortar"", ""rolling"", ""sweetener"", ""primary school"", ""artery"", ""dogs"", ""liquor"", ""walnut"", ""stairs""]",female,"[""sweetener"", ""primary school""]",100,2,63,10,1.0,0.0,random,31
34D9ZRXCYRGCTPVOD7LXABID9FYSA8,"[""dew"", ""cage"", ""shark"", ""tendon"", ""centipede"", ""antarctic"", ""pan"", ""trailer"", ""scarf"", ""yard"", ""sticker"", ""tick""]",verdant,"[""dew"", ""yard""]",0,2,66,12,1.0,0.0,random,32
34D9ZRXCYRGCTPVOD7LXABID9FYSA8,"[""dew"", ""cage"", ""shark"", ""tendon"", ""centipede"", ""antarctic"", ""pan"", ""trailer"", ""scarf"", ""yard"", ""sticker"", ""tick""]",crawly,"[""centipede"", ""tick""]",0,2,68,12,1.0,0.0,random,33
34D9ZRXCYRGCTPVOD7LXABID9FYSA8,"[""dew"", ""cage"", ""shark"", ""tendon"", ""centipede"", ""antarctic"", ""pan"", ""trailer"", ""scarf"", ""yard"", ""sticker"", ""tick""]",bite,"[""shark"", ""tick""]",67,2,69,12,1.0,0.0,random,34
34D9ZRXCYRGCTPVOD7LXABID9FYSA8,"[""dew"", ""cage"", ""shark"", ""tendon"", ""centipede"", ""antarctic"", ""pan"", ""trailer"", ""scarf"", ""yard"", ""sticker"", ""tick""]",insect,"[""centipede"", ""tick""]",67,2,70,12,1.0,0.0,random,35
34D9ZRXCYRGCTPVOD7LXABID9FYSA8,"[""dew"", ""cage"", ""shark"", ""tendon"", ""centipede"", ""antarctic"", ""pan"", ""trailer"", ""scarf"", ""yard"", ""sticker"", ""tick""]",metal,"[""cage"", ""pan"", ""trailer""]",50,3,71,12,1.0,0.0,random,36
36QZ6V1589ZW8Y9MJC2OACU7GIQUSM,"[""bride"", ""edge"", ""high school"", ""fork"", ""write"", ""hyena"", ""recipe"", ""worker"", ""handyman"", ""medal"", ""brook"", ""palm tree""]",hat,"[""handyman"", ""brook""]",67,2,77,12,1.0,0.0,random,37
3Z56AA6EK4M88S6G3X8ZIXHLL7R6ML,"[""furniture"", ""urine"", ""march"", ""brain"", ""cavity"", ""gulp"", ""wire"", ""lotion"", ""linen"", ""snout""]",checkup,"[""urine"", ""cavity""]",67,2,78,10,1.0,0.0,random,38
3Z56AA6EK4M88S6G3X8ZIXHLL7R6ML,"[""furniture"", ""urine"", ""march"", ""brain"", ""cavity"", ""gulp"", ""wire"", ""lotion"", ""linen"", ""snout""]",pain,"[""brain"", ""cavity""]",67,2,82,10,1.0,0.0,random,39
3Z56AA6EK4M88S6G3X8ZIXHLL7R6ML,"[""furniture"", ""urine"", ""march"", ""brain"", ""cavity"", ""gulp"", ""wire"", ""lotion"", ""linen"", ""snout""]",examination,"[""urine"", ""brain"", ""cavity""]",80,3,83,10,1.0,0.0,random,40
3R868ACW4SYA4SU5UZ7F2QQJUPBZGW,"[""cell"", ""hat"", ""muscle"", ""silver"", ""umbrella"", ""castle"", ""tights"", ""coat"", ""bedroom"", ""glitter""]",guide,"[""cell"", ""muscle""]",0,2,84,10,1.0,0.0,random,41
3R868ACW4SYA4SU5UZ7F2QQJUPBZGW,"[""cell"", ""hat"", ""muscle"", ""silver"", ""umbrella"", ""castle"", ""tights"", ""coat"", ""bedroom"", ""glitter""]",cover,"[""hat"", ""umbrella"", ""coat""]",50,3,85,10,0.83,0.24,random,42
3R868ACW4SYA4SU5UZ7F2QQJUPBZGW,"[""cell"", ""hat"", ""muscle"", ""silver"", ""umbrella"", ""castle"", ""tights"", ""coat"", ""bedroom"", ""glitter""]",female,"[""tights"", ""coat""]",100,2,86,10,1.0,0.0,random,43
3R868ACW4SYA4SU5UZ7F2QQJUPBZGW,"[""cell"", ""hat"", ""muscle"", ""silver"", ""umbrella"", ""castle"", ""tights"", ""coat"", ""bedroom"", ""glitter""]",legs,"[""tights"", ""coat""]",67,2,87,10,1.0,0.0,random,44
3R868ACW4SYA4SU5UZ7F2QQJUPBZGW,"[""cell"", ""hat"", ""muscle"", ""silver"", ""umbrella"", ""castle"", ""tights"", ""coat"", ""bedroom"", ""glitter""]",karen,"[""tights"", ""coat""]",100,2,88,10,1.0,0.0,random,45
36U4VBVNQOZK7J994N2JK2PBUG7URY,"[""plane"", ""senator"", ""tusk"", ""theater"", ""piece"", ""curly"", ""carbon"", ""throw"", ""suds"", ""lion"", ""bell"", ""court""]",attend,"[""theater"", ""court""]",100,2,91,12,1.0,0.0,random,46
36U4VBVNQOZK7J994N2JK2PBUG7URY,"[""plane"", ""senator"", ""tusk"", ""theater"", ""piece"", ""curly"", ""carbon"", ""throw"", ""suds"", ""lion"", ""bell"", ""court""]",midlife,"[""senator"", ""tusk""]",100,2,92,12,1.0,0.0,random,47
36U4VBVNQOZK7J994N2JK2PBUG7URY,"[""plane"", ""senator"", ""tusk"", ""theater"", ""piece"", ""curly"", ""carbon"", ""throw"", ""suds"", ""lion"", ""bell"", ""court""]",momentum,"[""plane"", ""throw""]",67,2,93,12,1.0,0.0,random,48
36U4VBVNQOZK7J994N2JK2PBUG7URY,"[""plane"", ""senator"", ""tusk"", ""theater"", ""piece"", ""curly"", ""carbon"", ""throw"", ""suds"", ""lion"", ""bell"", ""court""]",indoor,"[""theater"", ""piece"", ""court""]",100,3,95,12,0.83,0.24,random,49
33IXYHIZB54ME3V2ZX8DFCV0W0Y2EB,"[""gym"", ""spasm"", ""morse code"", ""lamp"", ""table"", ""mucus"", ""boyfriend"", ""shovel"", ""throat"", ""runway"", ""logo"", ""dorm""]",female,"[""spasm"", ""boyfriend"", ""runway""]",80,3,96,12,1.0,0.0,random,50
33IXYHIZB54ME3V2ZX8DFCV0W0Y2EB,"[""gym"", ""spasm"", ""morse code"", ""lamp"", ""table"", ""mucus"", ""boyfriend"", ""shovel"", ""throat"", ""runway"", ""logo"", ""dorm""]",girl,"[""spasm"", ""boyfriend"", ""runway""]",80,3,97,12,1.0,0.0,random,51
33IXYHIZB54ME3V2ZX8DFCV0W0Y2EB,"[""gym"", ""spasm"", ""morse code"", ""lamp"", ""table"", ""mucus"", ""boyfriend"", ""shovel"", ""throat"", ""runway"", ""logo"", ""dorm""]",gasp,"[""mucus"", ""throat""]",100,2,101,12,1.0,0.0,random,52
3F6045TU7DAGJRPKCV76XL23B9S990,"[""little finger"", ""medal"", ""spill"", ""stomach"", ""jumper"", ""peach"", ""pee"", ""cabin"", ""blind"", ""record""]",acid,"[""spill"", ""stomach""]",67,2,103,10,1.0,0.0,random,53
3F6045TU7DAGJRPKCV76XL23B9S990,"[""little finger"", ""medal"", ""spill"", ""stomach"", ""jumper"", ""peach"", ""pee"", ""cabin"", ""blind"", ""record""]",acid,"[""spill"", ""stomach""]",67,2,104,10,1.0,0.0,random,54
3F6045TU7DAGJRPKCV76XL23B9S990,"[""little finger"", ""medal"", ""spill"", ""stomach"", ""jumper"", ""peach"", ""pee"", ""cabin"", ""blind"", ""record""]",gold,"[""medal"", ""record""]",0,2,105,10,1.0,0.0,random,55
3XD2A6FGFNGYO6LJL17XEG7T3XGS9T,"[""mouth"", ""assistant"", ""tan"", ""playstation"", ""meth"", ""gulp"", ""calendar"", ""cooler"", ""soda"", ""ground"", ""dinner"", ""mayflower""]",canvas,"[""tan"", ""mayflower""]",67,2,111,12,1.0,0.0,random,56
3XD2A6FGFNGYO6LJL17XEG7T3XGS9T,"[""mouth"", ""assistant"", ""tan"", ""playstation"", ""meth"", ""gulp"", ""calendar"", ""cooler"", ""soda"", ""ground"", ""dinner"", ""mayflower""]",fishing,"[""gulp"", ""cooler"", ""mayflower""]",50,3,112,12,0.83,0.24,random,57
385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,"[""hearth"", ""hearts"", ""skip"", ""bedroom"", ""rust"", ""cigar"", ""grandmother"", ""guard"", ""spinach"", ""stereo"", ""lad"", ""sandal""]",three,"[""hearts"", ""rust"", ""stereo""]",80,3,114,12,1.0,0.0,random,58
385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,"[""hearth"", ""hearts"", ""skip"", ""bedroom"", ""rust"", ""cigar"", ""grandmother"", ""guard"", ""spinach"", ""stereo"", ""lad"", ""sandal""]",incinerator,"[""hearth"", ""skip""]",0,2,115,12,1.0,0.0,random,59
385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,"[""hearth"", ""hearts"", ""skip"", ""bedroom"", ""rust"", ""cigar"", ""grandmother"", ""guard"", ""spinach"", ""stereo"", ""lad"", ""sandal""]",naptime,"[""bedroom"", ""grandmother""]",67,2,116,12,1.0,0.0,random,60
385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,"[""hearth"", ""hearts"", ""skip"", ""bedroom"", ""rust"", ""cigar"", ""grandmother"", ""guard"", ""spinach"", ""stereo"", ""lad"", ""sandal""]",metal,"[""hearth"", ""skip"", ""rust""]",50,3,118,12,1.0,0.0,random,61
385MDVINFC1G1ZF1RI8B0ZOH5FOWJ7,"[""hearth"", ""hearts"", ""skip"", ""bedroom"", ""rust"", ""cigar"", ""grandmother"", ""guard"", ""spinach"", ""stereo"", ""lad"", ""sandal""]",room,"[""hearth"", ""bedroom""]",67,2,119,12,1.0,0.0,random,62
3SBX2M1TKD9LEK0UC2M128HCZHI4QL,"[""strap"", ""prison"", ""liter"", ""scales"", ""pancake"", ""bride"", ""hot tub"", ""family"", ""director"", ""steroids""]",edible,"[""scales"", ""pancake""]",100,2,120,10,1.0,0.0,random,63
3SBX2M1TKD9LEK0UC2M128HCZHI4QL,"[""strap"", ""prison"", ""liter"", ""scales"", ""pancake"", ""bride"", ""hot tub"", ""family"", ""director"", ""steroids""]",two,"[""strap"", ""prison"", ""director""]",80,3,121,10,1.0,0.0,random,64
3SBX2M1TKD9LEK0UC2M128HCZHI4QL,"[""strap"", ""prison"", ""liter"", ""scales"", ""pancake"", ""bride"", ""hot tub"", ""family"", ""director"", ""steroids""]",metric,"[""liter"", ""scales""]",0,2,124,10,1.0,0.0,random,65
3SBX2M1TKD9LEK0UC2M128HCZHI4QL,"[""strap"", ""prison"", ""liter"", ""scales"", ""pancake"", ""bride"", ""hot tub"", ""family"", ""director"", ""steroids""]",wrist,"[""strap"", ""prison"", ""steroids""]",50,3,125,10,0.83,0.24,random,66
34XASH8KLQ8GIYOLIT78OX82GCGPM9,"[""freezing"", ""kneel"", ""doorstop"", ""screen"", ""racket"", ""insulin"", ""colonoscopy"", ""song"", ""pope"", ""pulp""]",ESPN,"[""kneel"", ""racket""]",67,2,127,10,1.0,0.0,random,67
34XASH8KLQ8GIYOLIT78OX82GCGPM9,"[""freezing"", ""kneel"", ""doorstop"", ""screen"", ""racket"", ""insulin"", ""colonoscopy"", ""song"", ""pope"", ""pulp""]",sport,"[""kneel"", ""racket""]",67,2,128,10,1.0,0.0,random,68
34XASH8KLQ8GIYOLIT78OX82GCGPM9,"[""freezing"", ""kneel"", ""doorstop"", ""screen"", ""racket"", ""insulin"", ""colonoscopy"", ""song"", ""pope"", ""pulp""]",male,"[""kneel"", ""song"", ""pope""]",100,3,129,10,1.0,0.0,random,69
34XASH8KLQ8GIYOLIT78OX82GCGPM9,"[""freezing"", ""kneel"", ""doorstop"", ""screen"", ""racket"", ""insulin"", ""colonoscopy"", ""song"", ""pope"", ""pulp""]",sweat,"[""freezing"", ""kneel"", ""racket""]",80,3,131,10,0.83,0.24,random,70
3GV1I4SEO9BO2AOV3L7KIK2WL216LJ,"[""grape"", ""letter"", ""cooking"", ""boots"", ""cent"", ""oatmeal"", ""cream cheese"", ""basil"", ""bin"", ""mermaid"", ""darts"", ""potassium""]",male,"[""cooking"", ""darts""]",100,2,134,12,1.0,0.0,random,71
3GV1I4SEO9BO2AOV3L7KIK2WL216LJ,"[""grape"", ""letter"", ""cooking"", ""boots"", ""cent"", ""oatmeal"", ""cream cheese"", ""basil"", ""bin"", ""mermaid"", ""darts"", ""potassium""]",female,"[""cooking"", ""mermaid""]",67,2,135,12,1.0,0.0,random,72
3GV1I4SEO9BO2AOV3L7KIK2WL216LJ,"[""grape"", ""letter"", ""cooking"", ""boots"", ""cent"", ""oatmeal"", ""cream cheese"", ""basil"", ""bin"", ""mermaid"", ""darts"", ""potassium""]",lid,"[""cream cheese"", ""bin"", ""potassium""]",50,3,136,12,1.0,0.0,random,73
3I01FDIL6MUHMXH232XT9UDFWOX2DI,"[""television"", ""reed"", ""troll"", ""dress"", ""pictures"", ""tribe"", ""valley"", ""flake"", ""raccoon"", ""prime minister""]",smile,"[""troll"", ""dress"", ""tribe""]",80,3,143,10,1.0,0.0,random,74
3VP28W7DUN64QSYAJF1XK5Q7TABZFX,"[""butler"", ""tissue"", ""food"", ""incense"", ""lead"", ""siren"", ""niece"", ""shout"", ""store"", ""edge"", ""sandpaper"", ""cupcake""]",vegetable,"[""food"", ""store""]",0,2,146,12,1.0,0.0,random,75
3VP28W7DUN64QSYAJF1XK5Q7TABZFX,"[""butler"", ""tissue"", ""food"", ""incense"", ""lead"", ""siren"", ""niece"", ""shout"", ""store"", ""edge"", ""sandpaper"", ""cupcake""]",employee,"[""butler"", ""shout""]",67,2,147,12,1.0,0.0,random,76
3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,"[""parmesan"", ""lingerie"", ""typhoon"", ""cable"", ""violin"", ""mow"", ""maple"", ""train"", ""resident"", ""whirlwind"", ""guitar"", ""weave""]",leaves,"[""maple"", ""train""]",67,2,152,12,1.0,0.0,random,77
3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,"[""parmesan"", ""lingerie"", ""typhoon"", ""cable"", ""violin"", ""mow"", ""maple"", ""train"", ""resident"", ""whirlwind"", ""guitar"", ""weave""]",frequency,"[""violin"", ""guitar""]",100,2,153,12,1.0,0.0,random,78
3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,"[""parmesan"", ""lingerie"", ""typhoon"", ""cable"", ""violin"", ""mow"", ""maple"", ""train"", ""resident"", ""whirlwind"", ""guitar"", ""weave""]",beauty,"[""lingerie"", ""weave""]",67,2,154,12,1.0,0.0,random,79
3BCRDCM0ODGDI46DILVJ3KPHW2W6KG,"[""parmesan"", ""lingerie"", ""typhoon"", ""cable"", ""violin"", ""mow"", ""maple"", ""train"", ""resident"", ""whirlwind"", ""guitar"", ""weave""]",loud,"[""violin"", ""mow"", ""train"", ""guitar""]",67,4,155,12,1.0,0.0,random,80
3TFJJUELSHB7H5BO362IPOVXBOL2CI,"[""copper"", ""teapot"", ""turban"", ""diarrhea"", ""valve"", ""computer"", ""standing"", ""yogurt"", ""diving"", ""equipment""]",bacteria,"[""diarrhea"", ""yogurt""]",67,2,156,10,1.0,0.0,random,81
3TFJJUELSHB7H5BO362IPOVXBOL2CI,"[""copper"", ""teapot"", ""turban"", ""diarrhea"", ""valve"", ""computer"", ""standing"", ""yogurt"", ""diving"", ""equipment""]",human,"[""turban"", ""standing"", ""diving""]",80,3,158,10,1.0,0.0,random,82
3TFJJUELSHB7H5BO362IPOVXBOL2CI,"[""copper"", ""teapot"", ""turban"", ""diarrhea"", ""valve"", ""computer"", ""standing"", ""yogurt"", ""diving"", ""equipment""]",hair,"[""turban"", ""standing"", ""diving""]",80,3,159,10,1.0,0.0,random,83
3TFJJUELSHB7H5BO362IPOVXBOL2CI,"[""copper"", ""teapot"", ""turban"", ""diarrhea"", ""valve"", ""computer"", ""standing"", ""yogurt"", ""diving"", ""equipment""]",gut,"[""diarrhea"", ""yogurt""]",100,2,161,10,1.0,0.0,random,84
38RHULDV9Y1K6OVV90NBOY9HS0ZWIV,"[""throw up"", ""snot"", ""cane"", ""punch"", ""makeup"", ""coliseum"", ""ash"", ""chin"", ""surface"", ""cardboard"", ""ice"", ""cook""]",hangover,"[""throw up"", ""punch""]",67,2,163,12,1.0,0.0,random,85
38RHULDV9Y1K6OVV90NBOY9HS0ZWIV,"[""throw up"", ""snot"", ""cane"", ""punch"", ""makeup"", ""coliseum"", ""ash"", ""chin"", ""surface"", ""cardboard"", ""ice"", ""cook""]",chilled,"[""punch"", ""ice""]",67,2,165,12,1.0,0.0,random,86
3SU800BH86EKVIU9R8DJFCF6YU5UQX,"[""stock"", ""shrimp"", ""uncle"", ""sandal"", ""nights"", ""slipper"", ""dirt"", ""night"", ""cream cheese"", ""scotch""]",male,"[""uncle"", ""nights""]",100,2,168,10,1.0,0.0,random,87
3SU800BH86EKVIU9R8DJFCF6YU5UQX,"[""stock"", ""shrimp"", ""uncle"", ""sandal"", ""nights"", ""slipper"", ""dirt"", ""night"", ""cream cheese"", ""scotch""]",edible,"[""shrimp"", ""cream cheese""]",67,2,169,10,1.0,0.0,random,88
3SU800BH86EKVIU9R8DJFCF6YU5UQX,"[""stock"", ""shrimp"", ""uncle"", ""sandal"", ""nights"", ""slipper"", ""dirt"", ""night"", ""cream cheese"", ""scotch""]",jams,"[""nights"", ""cream cheese""]",0,2,171,10,1.0,0.0,random,89
3SU800BH86EKVIU9R8DJFCF6YU5UQX,"[""stock"", ""shrimp"", ""uncle"", ""sandal"", ""nights"", ""slipper"", ""dirt"", ""night"", ""cream cheese"", ""scotch""]",heel,"[""sandal"", ""slipper""]",0,2,172,10,1.0,0.0,random,90
3SU800BH86EKVIU9R8DJFCF6YU5UQX,"[""stock"", ""shrimp"", ""uncle"", ""sandal"", ""nights"", ""slipper"", ""dirt"", ""night"", ""cream cheese"", ""scotch""]",light,"[""nights"", ""night""]",100,2,173,10,1.0,0.0,random,91
3B623HUYJ4CYA129G91JEKCIJRYS84,"[""vein"", ""godfather"", ""pager"", ""coliseum"", ""tire"", ""ski"", ""hole"", ""gulp"", ""porch"", ""shaking""]",Italian,"[""godfather"", ""coliseum""]",67,2,174,10,1.0,0.0,random,92
3B623HUYJ4CYA129G91JEKCIJRYS84,"[""vein"", ""godfather"", ""pager"", ""coliseum"", ""tire"", ""ski"", ""hole"", ""gulp"", ""porch"", ""shaking""]",reach,"[""godfather"", ""shaking""]",67,2,176,10,1.0,0.0,random,93
3B623HUYJ4CYA129G91JEKCIJRYS84,"[""vein"", ""godfather"", ""pager"", ""coliseum"", ""tire"", ""ski"", ""hole"", ""gulp"", ""porch"", ""shaking""]",structure,"[""coliseum"", ""porch""]",67,2,179,10,1.0,0.0,random,94
3DTJ4WT8BD1CKEYEO4HR2N57H9WZEF,"[""piece"", ""oven"", ""fruit"", ""nurse"", ""mug"", ""worm"", ""coliseum"", ""clothes"", ""bait"", ""sailing"", ""plane"", ""treasure""]",hold,"[""nurse"", ""bait""]",100,2,182,12,1.0,0.0,random,95
